datetime,Tamaki Drive EB
2013-12-19,626.0
2013-12-20,704.0
2013-12-21,769.0
2013-12-22,563.0
2013-12-23,720.0
2013-12-24,652.0
2013-12-25,204.0
2013-12-26,462.0
2013-12-27,736.0
2013-12-28,754.0
2013-12-29,342.0
2013-12-30,501.0
2013-12-31,712.0
2014-01-01,559.0
2014-01-02,985.0
2014-01-03,667.0
2014-01-04,709.0
2014-01-05,563.0
2014-01-06,926.0
2014-01-07,995.0
2014-01-08,741.0
2014-01-09,620.0
2014-01-10,853.0
2014-01-11,826.0
2014-01-12,816.0
2014-01-13,672.0
2014-01-14,819.0
2014-01-15,931.0
2014-01-16,745.0
2014-01-17,493.0
2014-01-18,1122.0
2014-01-19,624.0
2014-01-20,448.0
2014-01-21,282.0
2014-01-22,642.0
2014-01-23,672.0
2014-01-24,725.0
2014-01-25,918.0
2014-01-26,439.0
2014-01-27,952.0
2014-01-28,839.0
2014-01-29,1030.0
2014-01-30,790.0
2014-01-31,886.0
2014-02-01,1034.0
2014-02-02,1270.0
2014-02-03,988.0
2014-02-04,996.0
2014-02-05,881.0
2014-02-06,896.0
2014-02-07,382.0
2014-02-08,897.0
2014-02-09,821.0
2014-02-10,888.0
2014-02-11,861.0
2014-02-12,856.0
2014-02-13,708.0
2014-02-14,704.0
2014-02-15,968.0
2014-02-16,941.0
2014-02-17,783.0
2014-02-18,1043.0
2014-02-19,760.0
2014-02-20,840.0
2014-02-21,796.0
2014-02-22,652.0
2014-02-23,778.0
2014-02-24,825.0
2014-02-25,973.0
2014-02-26,980.0
2014-02-27,967.0
2014-02-28,785.0
2014-03-01,745.0
2014-03-02,916.0
2014-03-03,649.0
2014-03-04,652.0
2014-03-05,707.0
2014-03-06,886.0
2014-03-07,915.0
2014-03-08,911.0
2014-03-09,519.0
2014-03-10,866.0
2014-03-11,935.0
2014-03-12,909.0
2014-03-13,891.0
2014-03-14,586.0
2014-03-15,827.0
2014-03-16,806.0
2014-03-17,796.0
2014-03-18,919.0
2014-03-19,856.0
2014-03-20,914.0
2014-03-21,793.0
2014-03-22,805.0
2014-03-23,769.0
2014-03-24,797.0
2014-03-25,888.0
2014-03-26,882.0
2014-03-27,733.0
2014-03-28,834.0
2014-03-29,835.0
2014-03-30,942.0
2014-03-31,829.0
2014-04-01,989.0
2014-04-02,934.0
2014-04-03,766.0
2014-04-04,806.0
2014-04-05,1061.0
2014-04-06,1832.0
2014-04-07,821.0
2014-04-08,890.0
2014-04-09,770.0
2014-04-10,817.0
2014-04-11,689.0
2014-04-12,816.0
2014-04-13,973.0
2014-04-14,563.0
2014-04-15,657.0
2014-04-16,571.0
2014-04-17,197.0
2014-04-18,643.0
2014-04-19,515.0
2014-04-20,410.0
2014-04-21,465.0
2014-04-22,567.0
2014-04-23,669.0
2014-04-24,583.0
2014-04-25,742.0
2014-04-26,720.0
2014-04-27,767.0
2014-04-28,562.0
2014-04-29,506.0
2014-04-30,794.0
2014-05-01,750.0
2014-05-02,648.0
2014-05-03,870.0
2014-05-04,955.0
2014-05-05,414.0
2014-05-06,737.0
2014-05-07,681.0
2014-05-08,598.0
2014-05-09,610.0
2014-05-10,726.0
2014-05-11,933.0
2014-05-12,683.0
2014-05-13,806.0
2014-05-14,444.0
2014-05-15,585.0
2014-05-16,748.0
2014-05-17,705.0
2014-05-18,763.0
2014-05-19,689.0
2014-05-20,859.0
2014-05-21,653.0
2014-05-22,613.0
2014-05-23,546.0
2014-05-24,400.0
2014-05-25,538.0
2014-05-26,456.0
2014-05-27,871.0
2014-05-28,714.0
2014-05-29,544.0
2014-05-30,502.0
2014-05-31,824.0
2014-06-01,744.0
2014-06-02,342.0
2014-06-03,699.0
2014-06-04,784.0
2014-06-05,754.0
2014-06-06,645.0
2014-06-07,679.0
2014-06-08,654.0
2014-06-09,355.0
2014-06-10,157.0
2014-06-11,486.0
2014-06-12,656.0
2014-06-13,627.0
2014-06-14,776.0
2014-06-15,790.0
2014-06-16,427.0
2014-06-17,429.0
2014-06-18,520.0
2014-06-19,448.0
2014-06-20,488.0
2014-06-21,589.0
2014-06-22,476.0
2014-06-23,583.0
2014-06-24,682.0
2014-06-25,335.0
2014-06-26,478.0
2014-06-27,421.0
2014-06-28,348.0
2014-06-29,732.0
2014-06-30,201.0
2014-07-01,477.0
2014-07-02,319.0
2014-07-03,350.0
2014-07-04,440.0
2014-07-05,336.0
2014-07-06,633.0
2014-07-07,360.0
2014-07-08,235.0
2014-07-09,141.0
2014-07-10,207.0
2014-07-11,231.0
2014-07-12,74.0
2014-07-13,563.0
2014-07-14,422.0
2014-07-15,651.0
2014-07-16,617.0
2014-07-17,604.0
2014-07-18,477.0
2014-07-19,478.0
2014-07-20,357.0
2014-07-21,268.0
2014-07-22,479.0
2014-07-23,572.0
2014-07-24,510.0
2014-07-25,356.0
2014-07-26,659.0
2014-07-27,596.0
2014-07-28,591.0
2014-07-29,683.0
2014-07-30,471.0
2014-07-31,688.0
2014-08-01,498.0
2014-08-02,497.0
2014-08-03,140.0
2014-08-04,531.0
2014-08-05,607.0
2014-08-06,459.0
2014-08-07,530.0
2014-08-08,438.0
2014-08-09,707.0
2014-08-10,609.0
2014-08-11,553.0
2014-08-12,338.0
2014-08-13,428.0
2014-08-14,273.0
2014-08-15,387.0
2014-08-16,490.0
2014-08-17,661.0
2014-08-18,539.0
2014-08-19,469.0
2014-08-20,414.0
2014-08-21,594.0
2014-08-22,602.0
2014-08-23,800.0
2014-08-24,951.0
2014-08-25,596.0
2014-08-26,718.0
2014-08-27,600.0
2014-08-28,481.0
2014-08-29,470.0
2014-08-30,249.0
2014-08-31,120.0
2014-09-01,173.0
2014-09-02,674.0
2014-09-03,676.0
2014-09-04,500.0
2014-09-05,379.0
2014-09-06,512.0
2014-09-07,1089.0
2014-09-08,557.0
2014-09-09,758.0
2014-09-10,704.0
2014-09-11,688.0
2014-09-12,361.0
2014-09-13,456.0
2014-09-14,206.0
2014-09-15,559.0
2014-09-16,472.0
2014-09-17,572.0
2014-09-18,574.0
2014-09-19,430.0
2014-09-20,382.0
2014-09-21,407.0
2014-09-22,270.0
2014-09-23,665.0
2014-09-24,615.0
2014-09-25,589.0
2014-09-26,591.0
2014-09-27,819.0
2014-09-28,473.0
2014-09-29,508.0
2014-09-30,701.0
2014-10-01,814.0
2014-10-02,536.0
2014-10-03,334.0
2014-10-04,175.0
2014-10-05,521.0
2014-10-06,394.0
2014-10-07,482.0
2014-10-08,616.0
2014-10-09,528.0
2014-10-10,696.0
2014-10-11,1025.0
2014-10-12,843.0
2014-10-13,674.0
2014-10-14,898.0
2014-10-15,839.0
2014-10-16,769.0
2014-10-17,614.0
2014-10-18,504.0
2014-10-19,889.0
2014-10-20,667.0
2014-10-21,670.0
2014-10-22,664.0
2014-10-23,634.0
2014-10-24,536.0
2014-10-25,982.0
2014-10-26,615.0
2014-10-27,496.0
2014-10-28,297.0
2014-10-29,364.0
2014-10-30,376.0
2014-10-31,546.0
2014-11-01,739.0
2014-11-02,755.0
2014-11-03,406.0
2014-11-04,767.0
2014-11-05,592.0
2014-11-06,1203.0
2014-11-07,618.0
2014-11-08,1094.0
2014-11-09,1105.0
2014-11-10,745.0
2014-11-11,666.0
2014-11-12,434.0
2014-11-13,395.0
2014-11-14,438.0
2014-11-15,461.0
2014-11-16,632.0
2014-11-17,376.0
2014-11-18,709.0
2014-11-19,718.0
2014-11-20,635.0
2014-11-21,620.0
2014-11-22,667.0
2014-11-23,990.0
2014-11-24,535.0
2014-11-25,734.0
2014-11-26,714.0
2014-11-27,821.0
2014-11-28,368.0
2014-11-29,547.0
2014-11-30,609.0
2014-12-01,505.0
2014-12-02,945.0
2014-12-03,873.0
2014-12-04,805.0
2014-12-05,592.0
2014-12-06,747.0
2014-12-07,809.0
2014-12-08,729.0
2014-12-09,619.0
2014-12-10,653.0
2014-12-11,531.0
2014-12-12,658.0
2014-12-13,721.0
2014-12-14,138.0
2014-12-15,621.0
2014-12-16,538.0
2014-12-17,272.0
2014-12-18,569.0
2014-12-19,860.0
2014-12-20,622.0
2014-12-21,746.0
2014-12-22,758.0
2014-12-23,837.0
2014-12-24,418.0
2014-12-25,482.0
2014-12-26,698.0
2014-12-27,895.0
2014-12-28,863.0
2014-12-29,762.0
2014-12-30,652.0
2014-12-31,417.0
2015-01-01,636.0
2015-01-02,833.0
2015-01-03,765.0
2015-01-04,1005.0
2015-01-05,852.0
2015-01-06,1099.0
2015-01-07,913.0
2015-01-08,865.0
2015-01-09,736.0
2015-01-10,870.0
2015-01-11,1081.0
2015-01-12,861.0
2015-01-13,1119.0
2015-01-14,997.0
2015-01-15,1049.0
2015-01-16,955.0
2015-01-17,1016.0
2015-01-18,713.0
2015-01-19,907.0
2015-01-20,1088.0
2015-01-21,982.0
2015-01-22,885.0
2015-01-23,858.0
2015-01-24,969.0
2015-01-25,915.0
2015-01-26,1008.0
2015-01-27,981.0
2015-01-28,1078.0
2015-01-29,1057.0
2015-01-30,864.0
2015-01-31,597.0
2015-02-01,701.0
2015-02-02,851.0
2015-02-03,1016.0
2015-02-04,703.0
2015-02-05,758.0
2015-02-06,390.0
2015-02-07,884.0
2015-02-08,1092.0
2015-02-09,821.0
2015-02-10,1022.0
2015-02-11,1021.0
2015-02-12,925.0
2015-02-13,836.0
2015-02-14,1046.0
2015-02-15,1084.0
2015-02-16,854.0
2015-02-17,1013.0
2015-02-18,964.0
2015-02-19,1035.0
2015-02-20,764.0
2015-02-21,839.0
2015-02-22,724.0
2015-02-23,749.0
2015-02-24,951.0
2015-02-25,1031.0
2015-02-26,1053.0
2015-02-27,889.0
2015-02-28,1077.0
2015-03-01,1158.0
2015-03-02,972.0
2015-03-03,1000.0
2015-03-04,947.0
2015-03-05,998.0
2015-03-06,772.0
2015-03-07,680.0
2015-03-08,415.0
2015-03-09,814.0
2015-03-10,1043.0
2015-03-11,1048.0
2015-03-12,909.0
2015-03-13,803.0
2015-03-14,1054.0
2015-03-15,481.0
2015-03-16,301.0
2015-03-17,908.0
2015-03-18,844.0
2015-03-19,902.0
2015-03-20,828.0
2015-03-21,819.0
2015-03-22,942.0
2015-03-23,790.0
2015-03-24,702.0
2015-03-25,921.0
2015-03-26,728.0
2015-03-27,680.0
2015-03-28,734.0
2015-03-29,625.0
2015-03-30,762.0
2015-03-31,912.0
2015-04-01,543.0
2015-04-02,868.0
2015-04-03,993.0
2015-04-04,956.0
2015-04-05,615.0
2015-04-06,980.0
2015-04-07,884.0
2015-04-08,956.0
2015-04-09,744.0
2015-04-10,548.0
2015-04-11,852.0
2015-04-12,1006.0
2015-04-13,411.0
2015-04-14,397.0
2015-04-15,541.0
2015-04-16,808.0
2015-04-17,669.0
2015-04-18,331.0
2015-04-19,1047.0
2015-04-20,764.0
2015-04-21,972.0
2015-04-22,843.0
2015-04-23,764.0
2015-04-24,729.0
2015-04-25,675.0
2015-04-26,719.0
2015-04-27,133.0
2015-04-28,550.0
2015-04-29,601.0
2015-04-30,492.0
2015-05-01,818.0
2015-05-02,842.0
2015-05-03,870.0
2015-05-04,783.0
2015-05-05,782.0
2015-05-06,817.0
2015-05-07,673.0
2015-05-08,306.0
2015-05-09,649.0
2015-05-10,849.0
2015-05-11,751.0
2015-05-12,471.0
2015-05-13,753.0
2015-05-14,525.0
2015-05-15,487.0
2015-05-16,662.0
2015-05-17,613.0
2015-05-18,603.0
2015-05-19,646.0
2015-05-20,784.0
2015-05-21,623.0
2015-05-22,1092.0
2015-05-23,84.0
2015-05-24,255.0
2015-05-25,300.0
2015-05-26,424.0
2015-05-27,626.0
2015-05-28,771.0
2015-05-29,640.0
2015-05-30,765.0
2015-05-31,185.0
2015-06-01,639.0
2015-06-02,384.0
2015-06-03,433.0
2015-06-04,340.0
2015-06-05,502.0
2015-06-06,702.0
2015-06-07,693.0
2015-06-08,689.0
2015-06-09,710.0
2015-06-10,702.0
2015-06-11,569.0
2015-06-12,560.0
2015-06-13,347.0
2015-06-14,388.0
2015-06-15,457.0
2015-06-16,686.0
2015-06-17,635.0
2015-06-18,531.0
2015-06-19,581.0
2015-06-20,268.0
2015-06-21,627.0
2015-06-22,554.0
2015-06-23,682.0
2015-06-24,603.0
2015-06-25,563.0
2015-06-26,531.0
2015-06-27,391.0
2015-06-28,632.0
2015-06-29,420.0
2015-06-30,529.0
2015-07-01,589.0
2015-07-02,629.0
2015-07-03,426.0
2015-07-04,246.0
2015-07-05,471.0
2015-07-06,436.0
2015-07-07,300.0
2015-07-08,492.0
2015-07-09,530.0
2015-07-10,490.0
2015-07-11,613.0
2015-07-12,813.0
2015-07-13,599.0
2015-07-14,498.0
2015-07-15,269.0
2015-07-16,499.0
2015-07-17,566.0
2015-07-18,206.0
2015-07-19,442.0
2015-07-20,443.0
2015-07-21,695.0
2015-07-22,726.0
2015-07-23,708.0
2015-07-24,594.0
2015-07-25,671.0
2015-07-26,359.0
2015-07-27,355.0
2015-07-28,527.0
2015-07-29,387.0
2015-07-30,731.0
2015-07-31,535.0
2015-08-01,586.0
2015-08-02,537.0
2015-08-03,604.0
2015-08-04,661.0
2015-08-05,289.0
2015-08-06,504.0
2015-08-07,476.0
2015-08-08,366.0
2015-08-09,511.0
2015-08-10,519.0
2015-08-11,686.0
2015-08-12,709.0
2015-08-13,714.0
2015-08-14,368.0
2015-08-15,248.0
2015-08-16,725.0
2015-08-17,706.0
2015-08-18,525.0
2015-08-19,416.0
2015-08-20,499.0
2015-08-21,740.0
2015-08-22,577.0
2015-08-23,902.0
2015-08-24,667.0
2015-08-25,402.0
2015-08-26,660.0
2015-08-27,712.0
2015-08-28,700.0
2015-08-29,602.0
2015-08-30,207.0
2015-08-31,284.0
2015-09-01,329.0
2015-09-02,681.0
2015-09-03,393.0
2015-09-04,462.0
2015-09-05,516.0
2015-09-06,294.0
2015-09-07,459.0
2015-09-08,672.0
2015-09-09,734.0
2015-09-10,430.0
2015-09-11,351.0
2015-09-12,715.0
2015-09-13,594.0
2015-09-14,663.0
2015-09-15,663.0
2015-09-16,635.0
2015-09-17,680.0
2015-09-18,444.0
2015-09-19,683.0
2015-09-20,561.0
2015-09-21,479.0
2015-09-22,566.0
2015-09-23,494.0
2015-09-24,623.0
2015-09-25,587.0
2015-09-26,974.0
2015-09-27,962.0
2015-09-28,463.0
2015-09-29,972.0
2015-09-30,890.0
2015-10-01,856.0
2015-10-02,363.0
2015-10-03,417.0
2015-10-04,667.0
2015-10-05,548.0
2015-10-06,972.0
2015-10-07,800.0
2015-10-08,549.0
2015-10-09,878.0
2015-10-10,586.0
2015-10-11,636.0
2015-10-12,699.0
2015-10-13,766.0
2015-10-14,644.0
2015-10-15,751.0
2015-10-16,615.0
2015-10-17,649.0
2015-10-18,669.0
2015-10-19,570.0
2015-10-20,710.0
2015-10-21,682.0
2015-10-22,595.0
2015-10-23,620.0
2015-10-24,339.0
2015-10-25,734.0
2015-10-26,1086.0
2015-10-27,755.0
2015-10-28,815.0
2015-10-29,595.0
2015-10-30,596.0
2015-10-31,919.0
2015-11-01,719.0
2015-11-02,735.0
2015-11-03,843.0
2015-11-04,413.0
2015-11-05,885.0
2015-11-06,920.0
2015-11-07,1093.0
2015-11-08,1076.0
2015-11-09,819.0
2015-11-10,1028.0
2015-11-11,863.0
2015-11-12,823.0
2015-11-13,816.0
2015-11-14,1054.0
2015-11-15,663.0
2015-11-16,290.0
2015-11-17,770.0
2015-11-18,666.0
2015-11-19,527.0
2015-11-20,510.0
2015-11-21,311.0
2015-11-22,557.0
2015-11-23,920.0
2015-11-24,1094.0
2015-11-25,801.0
2015-11-26,976.0
2015-11-27,730.0
2015-11-28,401.0
2015-11-29,981.0
2015-11-30,772.0
2015-12-01,931.0
2015-12-02,864.0
2015-12-03,987.0
2015-12-04,728.0
2015-12-05,1291.0
2015-12-06,932.0
2015-12-07,741.0
2015-12-08,777.0
2015-12-09,724.0
2015-12-10,760.0
2015-12-11,502.0
2015-12-12,833.0
2015-12-13,473.0
2015-12-14,829.0
2015-12-15,874.0
2015-12-16,734.0
2015-12-17,798.0
2015-12-18,703.0
2015-12-19,725.0
2015-12-20,859.0
2015-12-21,807.0
2015-12-22,878.0
2015-12-23,807.0
2015-12-24,762.0
2015-12-25,571.0
2015-12-26,764.0
2015-12-27,810.0
2015-12-28,795.0
2015-12-29,797.0
2015-12-30,772.0
2015-12-31,838.0
2016-01-01,349.0
2016-01-02,126.0
2016-01-03,674.0
2016-01-04,887.0
2016-01-05,848.0
2016-01-06,837.0
2016-01-07,719.0
2016-01-08,234.0
2016-01-09,774.0
2016-01-10,749.0
2016-01-11,1011.0
2016-01-12,604.0
2016-01-13,1140.0
2016-01-14,1131.0
2016-01-15,998.0
2016-01-16,1009.0
2016-01-17,1017.0
2016-01-18,540.0
2016-01-19,1079.0
2016-01-20,1156.0
2016-01-21,1106.0
2016-01-22,899.0
2016-01-23,1036.0
2016-01-24,1292.0
2016-01-25,1070.0
2016-01-26,1132.0
2016-01-27,813.0
2016-01-28,930.0
2016-01-29,857.0
2016-01-30,1022.0
2016-01-31,917.0
2016-02-01,938.0
2016-02-02,1053.0
2016-02-03,1052.0
2016-02-04,898.0
2016-02-05,618.0
2016-02-06,375.0
2016-02-07,1067.0
2016-02-08,1235.0
2016-02-09,990.0
2016-02-10,1091.0
2016-02-11,1060.0
2016-02-12,1031.0
2016-02-13,1059.0
2016-02-14,1177.0
2016-02-15,818.0
2016-02-16,777.0
2016-02-17,420.0
2016-02-18,512.0
2016-02-19,1063.0
2016-02-20,1028.0
2016-02-21,1020.0
2016-02-22,1012.0
2016-02-23,1173.0
2016-02-24,1099.0
2016-02-25,1104.0
2016-02-26,1099.0
2016-02-27,951.0
2016-02-28,661.0
2016-02-29,541.0
2016-03-01,615.0
2016-03-02,1092.0
2016-03-03,1107.0
2016-03-04,1029.0
2016-03-05,1049.0
2016-03-06,560.0
2016-03-07,821.0
2016-03-08,1001.0
2016-03-09,950.0
2016-03-10,983.0
2016-03-11,781.0
2016-03-12,903.0
2016-03-13,1042.0
2016-03-14,946.0
2016-03-15,1053.0
2016-03-16,907.0
2016-03-17,800.0
2016-03-18,645.0
2016-03-19,684.0
2016-03-20,613.0
2016-03-21,867.0
2016-03-22,855.0
2016-03-23,374.0
2016-03-24,346.0
2016-03-25,910.0
2016-03-26,714.0
2016-03-27,880.0
2016-03-28,881.0
2016-03-29,967.0
2016-03-30,1004.0
2016-03-31,859.0
2016-04-01,556.0
2016-04-02,508.0
2016-04-03,963.0
2016-04-04,914.0
2016-04-05,1088.0
2016-04-06,1024.0
2016-04-07,863.0
2016-04-08,750.0
2016-04-09,754.0
2016-04-10,586.0
2016-04-11,746.0
2016-04-12,897.0
2016-04-13,841.0
2016-04-14,930.0
2016-04-15,929.0
2016-04-16,770.0
2016-04-17,235.0
2016-04-18,761.0
2016-04-19,1082.0
2016-04-20,947.0
2016-04-21,1001.0
2016-04-22,824.0
2016-04-23,966.0
2016-04-24,204.0
2016-04-25,903.0
2016-04-26,716.0
2016-04-27,931.0
2016-04-28,842.0
2016-04-29,722.0
2016-04-30,837.0
2016-05-01,880.0
2016-05-02,935.0
2016-05-03,1057.0
2016-05-04,902.0
2016-05-05,752.0
2016-05-06,664.0
2016-05-07,925.0
2016-05-08,922.0
2016-05-09,869.0
2016-05-10,929.0
2016-05-11,730.0
2016-05-12,727.0
2016-05-13,758.0
2016-05-14,851.0
2016-05-15,909.0
2016-05-16,692.0
2016-05-17,664.0
2016-05-18,688.0
2016-05-19,705.0
2016-05-20,790.0
2016-05-21,256.0
2016-05-22,655.0
2016-05-23,425.0
2016-05-24,575.0
2016-05-25,565.0
2016-05-26,612.0
2016-05-27,634.0
2016-05-28,374.0
2016-05-29,333.0
2016-05-30,540.0
2016-05-31,535.0
2016-06-01,703.0
2016-06-02,758.0
2016-06-03,723.0
2016-06-04,745.0
2016-06-05,860.0
2016-06-06,844.0
2016-06-07,571.0
2016-06-08,623.0
2016-06-09,417.0
2016-06-10,434.0
2016-06-11,700.0
2016-06-12,675.0
2016-06-13,663.0
2016-06-14,716.0
2016-06-15,692.0
2016-06-16,681.0
2016-06-17,641.0
2016-06-18,559.0
2016-06-19,707.0
2016-06-20,649.0
2016-06-21,699.0
2016-06-22,342.0
2016-06-23,386.0
2016-06-24,626.0
2016-06-25,214.0
2016-06-26,273.0
2016-06-27,368.0
2016-06-28,695.0
2016-06-29,334.0
2016-06-30,504.0
2016-07-01,765.0
2016-07-02,852.0
2016-07-03,842.0
2016-07-04,645.0
2016-07-05,690.0
2016-07-06,696.0
2016-07-07,419.0
2016-07-08,461.0
2016-07-09,519.0
2016-07-10,704.0
2016-07-11,609.0
2016-07-12,838.0
2016-07-13,627.0
2016-07-14,392.0
2016-07-15,480.0
2016-07-16,388.0
2016-07-17,370.0
2016-07-18,414.0
2016-07-19,577.0
2016-07-20,411.0
2016-07-21,612.0
2016-07-22,578.0
2016-07-23,478.0
2016-07-24,334.0
2016-07-25,523.0
2016-07-26,720.0
2016-07-27,532.0
2016-07-28,501.0
2016-07-29,596.0
2016-07-30,579.0
2016-07-31,581.0
2016-08-01,505.0
2016-08-02,686.0
2016-08-03,696.0
2016-08-04,453.0
2016-08-05,587.0
2016-08-06,329.0
2016-08-07,604.0
2016-08-08,597.0
2016-08-09,666.0
2016-08-10,362.0
2016-08-11,553.0
2016-08-12,647.0
2016-08-13,454.0
2016-08-14,948.0
2016-08-15,680.0
2016-08-16,929.0
2016-08-17,865.0
2016-08-18,789.0
2016-08-19,657.0
2016-08-20,780.0
2016-08-21,840.0
2016-08-22,615.0
2016-08-23,751.0
2016-08-24,566.0
2016-08-25,248.0
2016-08-26,429.0
2016-08-27,355.0
2016-08-28,1131.0
2016-08-29,445.0
2016-08-30,731.0
2016-08-31,783.0
2016-09-01,672.0
2016-09-02,596.0
2016-09-03,648.0
2016-09-04,578.0
2016-09-05,511.0
2016-09-06,764.0
2016-09-07,629.0
2016-09-08,356.0
2016-09-09,608.0
2016-09-10,848.0
2016-09-11,1126.0
2016-09-12,720.0
2016-09-13,809.0
2016-09-14,876.0
2016-09-15,412.0
2016-09-16,594.0
2016-09-17,257.0
2016-09-18,313.0
2016-09-19,726.0
2016-09-20,695.0
2016-09-21,456.0
2016-09-22,734.0
2016-09-23,627.0
2016-09-24,483.0
2016-09-25,157.0
2016-09-26,581.0
2016-09-27,852.0
2016-09-28,502.0
2016-09-29,707.0
2016-09-30,618.0
2016-10-01,413.0
2016-10-02,339.0
2016-10-03,520.0
2016-10-04,893.0
2016-10-05,720.0
2016-10-06,463.0
2016-10-07,371.0
2016-10-08,997.0
2016-10-09,462.0
2016-10-10,640.0
2016-10-11,1011.0
2016-10-12,607.0
2016-10-13,992.0
2016-10-14,580.0
2016-10-15,466.0
2016-10-16,810.0
2016-10-17,891.0
2016-10-18,937.0
2016-10-19,861.0
2016-10-20,760.0
2016-10-21,648.0
2016-10-22,983.0
2016-10-23,1219.0
2016-10-24,853.0
2016-10-25,461.0
2016-10-26,643.0
2016-10-27,824.0
2016-10-28,766.0
2016-10-29,805.0
2016-10-30,723.0
2016-10-31,791.0
2016-11-01,945.0
2016-11-02,691.0
2016-11-03,874.0
2016-11-04,583.0
2016-11-05,792.0
2016-11-06,818.0
2016-11-07,457.0
2016-11-08,530.0
2016-11-09,982.0
2016-11-10,804.0
2016-11-11,733.0
2016-11-12,533.0
2016-11-13,799.0
2016-11-14,889.0
2016-11-15,479.0
2016-11-16,674.0
2016-11-17,518.0
2016-11-18,805.0
2016-11-19,473.0
2016-11-20,816.0
2016-11-21,927.0
2016-11-22,1091.0
2016-11-23,974.0
2016-11-24,1016.0
2016-11-25,493.0
2016-11-26,846.0
2016-11-27,512.0
2016-11-28,661.0
2016-11-29,862.0
2016-11-30,739.0
2016-12-01,1070.0
2016-12-02,714.0
2016-12-03,949.0
2016-12-04,1054.0
2016-12-05,972.0
2016-12-06,1220.0
2016-12-07,907.0
2016-12-08,419.0
2016-12-09,823.0
2016-12-10,452.0
2016-12-11,501.0
2016-12-12,622.0
2016-12-13,919.0
2016-12-14,804.0
2016-12-15,727.0
2016-12-16,711.0
2016-12-17,874.0
2016-12-18,934.0
2016-12-19,742.0
2016-12-20,1385.0
2016-12-21,1040.0
2016-12-22,843.0
2016-12-23,522.0
2016-12-24,456.0
2016-12-25,380.0
2016-12-26,737.0
2016-12-27,1030.0
2016-12-28,619.0
2016-12-29,632.0
2016-12-30,917.0
2016-12-31,788.0
2017-01-01,910.0
2017-01-02,637.0
2017-01-03,515.0
2017-01-04,535.0
2017-01-05,979.0
2017-01-06,937.0
2017-01-07,997.0
2017-01-08,701.0
2017-01-09,784.0
2017-01-10,876.0
2017-01-11,963.0
2017-01-12,1070.0
2017-01-13,718.0
2017-01-14,1146.0
2017-01-15,843.0
2017-01-16,969.0
2017-01-17,1097.0
2017-01-18,982.0
2017-01-19,704.0
2017-01-20,850.0
2017-01-21,897.0
2017-01-22,344.0
2017-01-23,780.0
2017-01-24,1238.0
2017-01-25,863.0
2017-01-26,987.0
2017-01-27,1016.0
2017-01-28,949.0
2017-01-29,1108.0
2017-01-30,1292.0
2017-01-31,1082.0
2017-02-01,1618.0
2017-02-02,1088.0
2017-02-03,735.0
2017-02-04,1153.0
2017-02-05,1118.0
2017-02-06,1428.0
2017-02-07,1087.0
2017-02-08,915.0
2017-02-09,968.0
2017-02-10,1048.0
2017-02-11,1085.0
2017-02-12,946.0
2017-02-13,776.0
2017-02-14,713.0
2017-02-15,969.0
2017-02-16,435.0
2017-02-17,411.0
2017-02-18,894.0
2017-02-19,1042.0
2017-02-20,1065.0
2017-02-21,1236.0
2017-02-22,1126.0
2017-02-23,1110.0
2017-02-24,931.0
2017-02-25,1070.0
2017-02-26,1088.0
2017-02-27,1152.0
2017-02-28,1236.0
2017-03-01,986.0
2017-03-02,1102.0
2017-03-03,1053.0
2017-03-04,935.0
2017-03-05,566.0
2017-03-06,1168.0
2017-03-07,900.0
2017-03-08,415.0
2017-03-09,606.0
2017-03-10,477.0
2017-03-11,323.0
2017-03-12,246.0
2017-03-13,888.0
2017-03-14,1079.0
2017-03-15,1041.0
2017-03-16,1171.0
2017-03-17,922.0
2017-03-18,976.0
2017-03-19,1198.0
2017-03-20,1017.0
2017-03-21,972.0
2017-03-22,976.0
2017-03-23,968.0
2017-03-24,952.0
2017-03-25,827.0
2017-03-26,534.0
2017-03-27,692.0
2017-03-28,1062.0
2017-03-29,406.0
2017-03-30,1027.0
2017-03-31,1052.0
2017-04-01,1007.0
2017-04-02,784.0
2017-04-03,932.0
2017-04-04,495.0
2017-04-05,425.0
2017-04-06,844.0
2017-04-07,805.0
2017-04-08,1039.0
2017-04-09,1037.0
2017-04-10,1084.0
2017-04-11,936.0
2017-04-12,504.0
2017-04-13,313.0
2017-04-14,859.0
2017-04-15,654.0
2017-04-16,899.0
2017-04-17,881.0
2017-04-18,905.0
2017-04-19,1036.0
2017-04-20,919.0
2017-04-21,759.0
2017-04-22,744.0
2017-04-23,1063.0
2017-04-24,836.0
2017-04-25,1495.0
2017-04-26,999.0
2017-04-27,1080.0
2017-04-28,1001.0
2017-04-29,246.0
2017-04-30,362.0
2017-05-01,831.0
2017-05-02,1007.0
2017-05-03,856.0
2017-05-04,708.0
2017-05-05,723.0
2017-05-06,903.0
2017-05-07,1024.0
2017-05-08,879.0
2017-05-09,926.0
2017-05-10,807.0
2017-05-11,499.0
2017-05-12,330.0
2017-05-13,843.0
2017-05-14,987.0
2017-05-15,805.0
2017-05-16,820.0
2017-05-17,382.0
2017-05-18,456.0
2017-05-19,601.0
2017-05-20,320.0
2017-05-21,932.0
2017-05-22,809.0
2017-05-23,874.0
2017-05-24,715.0
2017-05-25,731.0
2017-05-26,680.0
2017-05-27,545.0
2017-05-28,869.0
